product_category_name,review_score,review_comment_title,review_comment_message,review_comment_message_en,review_comment_message_en_cleaned,sentiment,compound_score,average_review_score,compound_score_avg_compound,average_sentiment
utilidades_domesticas,5.0,,Recomendo a loja e o produto ,I recommend the store and the product,"['i', 'recommend', 'the', 'store', 'and', 'the', 'product']",positive,0.3612,3.484848484848485,0.2557333333333333,positive
utilidades_domesticas,5.0,,Recomendo a loja e o produto ,I recommend the store and the product,"['i', 'recommend', 'the', 'store', 'and', 'the', 'product']",positive,0.3612,3.484848484848485,0.2557333333333333,positive
utilidades_domesticas,5.0,,"Tudo entregue até antes do prazo, eu recomendo.","Everything delivered ahead of schedule, I recommend it.","['everything', 'delivered', 'ahead', 'of', 'schedule', 'i', 'recommend', 'it']",positive,0.3612,3.484848484848485,0.2557333333333333,positive
utilidades_domesticas,2.0,,Demorou de mais pra entrega ,Delivery took too long,"['delivery', 'took', 'too', 'long']",neutral,0.0,3.484848484848485,0.2557333333333333,positive
utilidades_domesticas,2.0,,Ainda não recebi,I haven't received it yet,"['i', 'havent', 'received', 'it', 'yet']",neutral,0.0,3.484848484848485,0.2557333333333333,positive
utilidades_domesticas,3.0,,Recomendo a todos,I recommend it to everyone,"['i', 'recommend', 'it', 'to', 'everyone']",positive,0.3612,3.484848484848485,0.2557333333333333,positive
utilidades_domesticas,1.0,,"Péssimo atendimento da targaryen. As 2 bandejas espelhas rosas eram p/ ser entregues até 06/12, porém até agora NÃO AS RECEBI E NEM TIVE RESPOSTA ÁS MINHAS RECLAMAÇÕES. GENTILEZA PROVIDENCIAR A ENTREGA.","Bad service from targaryen. The 2 pink mirror trays were supposed to be delivered by December 6th, but so far I HAVE NOT RECEIVED THEM AND HAVE NOT RECEIVED AN ANSWER TO MY COMPLAINTS. PLEASE ARRANGE DELIVERY.","['bad', 'service', 'from', 'targaryen', 'the', 'pink', 'mirror', 'trays', 'were', 'supposed', 'to', 'be', 'delivered', 'by', 'december', 'th', 'but', 'so', 'far', 'i', 'have', 'not', 'received', 'them', 'and', 'have', 'not', 'received', 'an', 'answer', 'to', 'my', 'complaints', 'please', 'arrange', 'delivery']",negative,-0.431,3.484848484848485,0.2557333333333333,positive
utilidades_domesticas,1.0,,"Péssimo atendimento da targaryen. As 2 bandejas espelhas rosas eram p/ ser entregues até 06/12, porém até agora NÃO AS RECEBI E NEM TIVE RESPOSTA ÁS MINHAS RECLAMAÇÕES. GENTILEZA PROVIDENCIAR A ENTREGA.","Bad service from targaryen. The 2 pink mirror trays were supposed to be delivered by December 6th, but so far I HAVE NOT RECEIVED THEM AND HAVE NOT RECEIVED AN ANSWER TO MY COMPLAINTS. PLEASE ARRANGE DELIVERY.","['bad', 'service', 'from', 'targaryen', 'the', 'pink', 'mirror', 'trays', 'were', 'supposed', 'to', 'be', 'delivered', 'by', 'december', 'th', 'but', 'so', 'far', 'i', 'have', 'not', 'received', 'them', 'and', 'have', 'not', 'received', 'an', 'answer', 'to', 'my', 'complaints', 'please', 'arrange', 'delivery']",negative,-0.431,3.484848484848485,0.2557333333333333,positive
brinquedos,1.0,,AINDA NAO RECEBI O PRODUTO.,I STILL HAVEN'T RECEIVED THE PRODUCT.,"['i', 'still', 'havent', 'received', 'the', 'product']",neutral,0.0,3.537037037037037,0.22302777777777777,positive
brinquedos,5.0,,"A princípio tudo certo, ainda não testei pois eh um presente para o Natal.",I haven't tested it yet because it's a Christmas present.,"['i', 'havent', 'tested', 'it', 'yet', 'because', 'its', 'a', 'christmas', 'present']",neutral,0.0,3.537037037037037,0.22302777777777777,positive
brinquedos,5.0,,Satisfeita com produto e entrega! Agradeço e recomendo! ,Satisfied with the product and delivery! Thank you and recommend!,"['satisfied', 'with', 'the', 'product', 'and', 'delivery', 'thank', 'you', 'and', 'recommend']",positive,0.8118,3.537037037037037,0.22302777777777777,positive
brinquedos,4.0,,Atendeu as minhas expectativas e chegou muito rápido! Bem antes do prazo.,It met my expectations and arrived very quickly! Well ahead of schedule.,"['it', 'met', 'my', 'expectations', 'and', 'arrived', 'very', 'quickly', 'well', 'ahead', 'of', 'schedule']",positive,0.396,3.537037037037037,0.22302777777777777,positive
brinquedos,4.0,,"Pode confia
","You can trust
","['you', 'can', 'trust']",positive,0.5106,3.537037037037037,0.22302777777777777,positive
brinquedos,4.0,,0 produto foi entregue no prazo mas no status colocaram que o produto já tinha sido entregue e não tinha sido mas graças a deus deu certo entregaram no prazo obrigado ,0 product was delivered on time but in the status they said the product had already been delivered and it hadn't but thank god it worked out they delivered on time thank you,"['product', 'was', 'delivered', 'on', 'time', 'but', 'in', 'the', 'status', 'they', 'said', 'the', 'product', 'had', 'already', 'been', 'delivered', 'and', 'it', 'hadnt', 'but', 'thank', 'god', 'it', 'worked', 'out', 'they', 'delivered', 'on', 'time', 'thank', 'you']",negative,-0.7616,3.537037037037037,0.22302777777777777,positive
brinquedos,5.0,,recomendo ,recomend,['recomend'],neutral,0.0,3.537037037037037,0.22302777777777777,positive
brinquedos,5.0,,gostei da compra chegou antes do combinado ..recomendo...,i liked my purchase it arrived before it was supposed to ...i recommend it...,"['i', 'liked', 'my', 'purchase', 'it', 'arrived', 'before', 'it', 'was', 'supposed', 'to', 'i', 'recommend', 'it']",positive,0.6486,3.537037037037037,0.22302777777777777,positive
brinquedos,1.0,,"Péssima estrutura, compra efetuada com 1 mês de antecedência e o produto não chegou. Não dão nenhum suporte, a fraseologia é a mesma de que tem que aguardar e o consumidor que espere.","Bad structure, purchase made 1 month in advance and the product hasn't arrived. They don't give any support, the phraseology is the same: you have to wait and the consumer has to wait.","['bad', 'structure', 'purchase', 'made', 'month', 'in', 'advance', 'and', 'the', 'product', 'hasnt', 'arrived', 'they', 'dont', 'give', 'any', 'support', 'the', 'phraseology', 'is', 'the', 'same', 'you', 'have', 'to', 'wait', 'and', 'the', 'consumer', 'has', 'to', 'wait']",negative,-0.6964,3.537037037037037,0.22302777777777777,positive
brinquedos,3.0,,"Olá, o pedido não veio inteiro, recebi um produto num dia, liguei, abri reclamação, fiquei com medo de não receber, porém.no dia seguinte recebi.","Hello, the order did not come in one piece, I received a product in one day, I called, opened a complaint, I was afraid I would not receive it, but the next day I received it.","['hello', 'the', 'order', 'did', 'not', 'come', 'in', 'one', 'piece', 'i', 'received', 'a', 'product', 'in', 'one', 'day', 'i', 'called', 'opened', 'a', 'complaint', 'i', 'was', 'afraid', 'i', 'would', 'not', 'receive', 'it', 'but', 'the', 'next', 'day', 'i', 'received', 'it']",negative,-0.1531,3.537037037037037,0.22302777777777777,positive
brinquedos,3.0,,"Olá, o pedido não veio inteiro, recebi um produto num dia, liguei, abri reclamação, fiquei com medo de não receber, porém.no dia seguinte recebi.","Hello, the order did not come in one piece, I received a product in one day, I called, opened a complaint, I was afraid I would not receive it, but the next day I received it.","['hello', 'the', 'order', 'did', 'not', 'come', 'in', 'one', 'piece', 'i', 'received', 'a', 'product', 'in', 'one', 'day', 'i', 'called', 'opened', 'a', 'complaint', 'i', 'was', 'afraid', 'i', 'would', 'not', 'receive', 'it', 'but', 'the', 'next', 'day', 'i', 'received', 'it']",negative,-0.1531,3.537037037037037,0.22302777777777777,positive
brinquedos,5.0,,Entrega no prazo e em perfeito estado...parabéns.,Delivery on time and in perfect condition...congratulations.,"['delivery', 'on', 'time', 'and', 'in', 'perfect', 'conditioncongratulations']",positive,0.5719,3.537037037037037,0.22302777777777777,positive
brinquedos,5.0,,Produto OK e entrega super rápida,OK product and super fast delivery,"['ok', 'product', 'and', 'super', 'fast', 'delivery']",positive,0.7804,3.537037037037037,0.22302777777777777,positive
brinquedos,5.0,,O produto foi entregue muito antes do esperado. Ótima agilidade.,The product was delivered much earlier than expected. Great speed.,"['the', 'product', 'was', 'delivered', 'much', 'earlier', 'than', 'expected', 'great', 'speed']",positive,0.6249,3.537037037037037,0.22302777777777777,positive
brinquedos,2.0,,o produto possui péssima qualidade. igual um tambor de 5 reais vendido em lojas do Centro. ja a loja eh Boa e entregou antes do prazo ,"the product is of very poor quality. it's just like a 5-real drum sold in stores in the center of town. the store, on the other hand, is good and delivered before the deadline.","['the', 'product', 'is', 'of', 'very', 'poor', 'quality', 'its', 'just', 'like', 'a', 'real', 'drum', 'sold', 'in', 'stores', 'in', 'the', 'center', 'of', 'town', 'the', 'store', 'on', 'the', 'other', 'hand', 'is', 'good', 'and', 'delivered', 'before', 'the', 'deadline']",positive,0.6378,3.537037037037037,0.22302777777777777,positive
brinquedos,4.0,,"nas lannister gosto de comprar mas na targaryen
nao da pq cancelei o pedido no mesmo dia e ate hoje nao tem nada resolvido pois foi no cartao e ja paguei a primeira ","i like buying from the lannisters but from the targaryens
i can't because i canceled the order on the same day and to this day nothing has been resolved because it was on the card and i've already paid the first one","['i', 'like', 'buying', 'from', 'the', 'lannisters', 'but', 'from', 'the', 'targaryens', 'i', 'cant', 'because', 'i', 'canceled', 'the', 'order', 'on', 'the', 'same', 'day', 'and', 'to', 'this', 'day', 'nothing', 'has', 'been', 'resolved', 'because', 'it', 'was', 'on', 'the', 'card', 'and', 'ive', 'already', 'paid', 'the', 'first', 'one']",neutral,-0.007,3.537037037037037,0.22302777777777777,positive
brinquedos,5.0,,parabéns pelo bom atendimento,congratulations on the good service,"['congratulations', 'on', 'the', 'good', 'service']",positive,0.7783,3.537037037037037,0.22302777777777777,positive
brinquedos,4.0,,Muito satisfeita com a compra.,Very satisfied with the purchase.,"['very', 'satisfied', 'with', 'the', 'purchase']",positive,0.4754,3.537037037037037,0.22302777777777777,positive
brinquedos,5.0,,"Bom produto , chegou dentro do prazo, eu recomendo!","Good product, arrived on time, I recommend it!","['good', 'product', 'arrived', 'on', 'time', 'i', 'recommend', 'it']",positive,0.69,3.537037037037037,0.22302777777777777,positive
brinquedos,5.0,,gostei do tempo de entrega,I liked the delivery time,"['i', 'liked', 'the', 'delivery', 'time']",positive,0.4215,3.537037037037037,0.22302777777777777,positive
brinquedos,1.0,,"Trinta dias pra receber um produto e ainda não chegaram todos 
E vcs deram 17 dias
Falta de compromisso ","Thirty days to receive a product and they haven't all arrived yet
And you gave 17 days
Lack of commitment","['thirty', 'days', 'to', 'receive', 'a', 'product', 'and', 'they', 'havent', 'all', 'arrived', 'yet', 'and', 'you', 'gave', 'days', 'lack', 'of', 'commitment']",positive,0.0772,3.537037037037037,0.22302777777777777,positive
brinquedos,5.0,,Entrega super rápida!!!!,Super fast delivery!!!!,"['super', 'fast', 'delivery']",positive,0.7243,3.537037037037037,0.22302777777777777,positive
brinquedos,3.0,,"Loja amo rápida, atenciosa com consumidor, super recomendo.","The store is very fast, attentive to the consumer, I highly recommend it.","['the', 'store', 'is', 'very', 'fast', 'attentive', 'to', 'the', 'consumer', 'i', 'highly', 'recommend', 'it']",positive,0.4201,3.537037037037037,0.22302777777777777,positive
brinquedos,1.0,,Esse pedido recebi no prazo. O da Sereia era pra ter chego até dia 07 e até hj 9 nada. Já enviei dois e-mail e não m respondem. Muito descaso. Minha filha está pedindo a boneca.,I received this order on time. The Mermaid was supposed to have arrived by the 7th and so far the 9th nothing. I've already sent two e-mails and they haven't replied. Very disrespectful. My daughter is asking for the doll.,"['i', 'received', 'this', 'order', 'on', 'time', 'the', 'mermaid', 'was', 'supposed', 'to', 'have', 'arrived', 'by', 'the', 'th', 'and', 'so', 'far', 'the', 'th', 'nothing', 'ive', 'already', 'sent', 'two', 'emails', 'and', 'they', 'havent', 'replied', 'very', 'disrespectful', 'my', 'daughter', 'is', 'asking', 'for', 'the', 'doll']",neutral,0.0,3.537037037037037,0.22302777777777777,positive
brinquedos,5.0,,O produto entregue pela targaryen foi entregue antes do programado. Ainda não recebi o outro produto. Vamos aguardar para concluir a avaliação,The product delivered by targaryen was delivered ahead of schedule. I haven't received the other product yet. Let's wait to complete the evaluation,"['the', 'product', 'delivered', 'by', 'targaryen', 'was', 'delivered', 'ahead', 'of', 'schedule', 'i', 'havent', 'received', 'the', 'other', 'product', 'yet', 'lets', 'wait', 'to', 'complete', 'the', 'evaluation']",neutral,0.0,3.537037037037037,0.22302777777777777,positive
brinquedos,5.0,,O produto foi entregue antes do prazo.,The product was delivered before the deadline.,"['the', 'product', 'was', 'delivered', 'before', 'the', 'deadline']",neutral,0.0,3.537037037037037,0.22302777777777777,positive
brinquedos,5.0,,Material de boa qualidade,Good quality material,"['good', 'quality', 'material']",positive,0.4404,3.537037037037037,0.22302777777777777,positive
brinquedos,4.0,,Muito bom,Very good,"['very', 'good']",positive,0.4927,3.537037037037037,0.22302777777777777,positive
brinquedos,1.0,,Estou aguardando o produto,I'm waiting for the product,"['im', 'waiting', 'for', 'the', 'product']",neutral,0.0,3.537037037037037,0.22302777777777777,positive
brinquedos,5.0,,"Só não posso dizer se recebi o produto correto, porque é presente de natal para uma criança, que será aberto somente na ocasião.","I just can't say whether I received the right product, because it's a Christmas present for a child, which will only be opened on that occasion.","['i', 'just', 'cant', 'say', 'whether', 'i', 'received', 'the', 'right', 'product', 'because', 'its', 'a', 'christmas', 'present', 'for', 'a', 'child', 'which', 'will', 'only', 'be', 'opened', 'on', 'that', 'occasion']",neutral,0.0,3.537037037037037,0.22302777777777777,positive
brinquedos,5.0,,Gostei bastante fui informada que o correio teve em minha casa no sábado dia 02/13 mais infelizmente eu tinha saindo precisei sair pra fazer alguns pagamentos e tinha que ser pela parte da ma,I was informed that the courier was at my house on Saturday 02/13 but unfortunately I had to leave to make some payments and it had to be in the morning.,"['i', 'was', 'informed', 'that', 'the', 'courier', 'was', 'at', 'my', 'house', 'on', 'saturday', 'but', 'unfortunately', 'i', 'had', 'to', 'leave', 'to', 'make', 'some', 'payments', 'and', 'it', 'had', 'to', 'be', 'in', 'the', 'morning']",negative,-0.5267,3.537037037037037,0.22302777777777777,positive
brinquedos,4.0,,Pedido cancelado. ,Order canceled.,"['order', 'canceled']",neutral,0.0,3.537037037037037,0.22302777777777777,positive
brinquedos,1.0,,ainda não recebi este produto,i haven't received this product yet,"['i', 'havent', 'received', 'this', 'product', 'yet']",neutral,0.0,3.537037037037037,0.22302777777777777,positive
brinquedos,2.0,,Ainda nao recebi o produto,I haven't received the product yet,"['i', 'havent', 'received', 'the', 'product', 'yet']",neutral,0.0,3.537037037037037,0.22302777777777777,positive
brinquedos,1.0,,O produto chegou correto. O problema foi a demora na entrega.,The product arrived correctly. The problem was the delay in delivery.,"['the', 'product', 'arrived', 'correctly', 'the', 'problem', 'was', 'the', 'delay', 'in', 'delivery']",negative,-0.6124,3.537037037037037,0.22302777777777777,positive
brinquedos,5.0,,"Chegou ates do previsto e o Produto e de boa qualidade EU amei minha netinha vai adorar

","It arrived on time and the product is of good quality I loved it my granddaughter will love it

","['it', 'arrived', 'on', 'time', 'and', 'the', 'product', 'is', 'of', 'good', 'quality', 'i', 'loved', 'it', 'my', 'granddaughter', 'will', 'love', 'it']",positive,0.9001,3.537037037037037,0.22302777777777777,positive
brinquedos,2.0,,Comprei o produto antes da black friday e até o momento não foi entregue (quase 1 mês de espera).,I bought the product before black friday and so far it hasn't been delivered (almost a month of waiting).,"['i', 'bought', 'the', 'product', 'before', 'black', 'friday', 'and', 'so', 'far', 'it', 'hasnt', 'been', 'delivered', 'almost', 'a', 'month', 'of', 'waiting']",neutral,0.0,3.537037037037037,0.22302777777777777,positive
brinquedos,1.0,,Produto nao chegou,Product has not arrived,"['product', 'has', 'not', 'arrived']",neutral,0.0,3.537037037037037,0.22302777777777777,positive
brinquedos,1.0,,Recebi apenas metade dos produtos e não consigo contato com vocês!!!,I've only received half the products and I can't get in touch with you!!!,"['ive', 'only', 'received', 'half', 'the', 'products', 'and', 'i', 'cant', 'get', 'in', 'touch', 'with', 'you']",neutral,0.0,3.537037037037037,0.22302777777777777,positive
brinquedos,1.0,,Tudo dentro do esperado,Everything as expected,"['everything', 'as', 'expected']",neutral,0.0,3.537037037037037,0.22302777777777777,positive
brinquedos,1.0,,Quero a devolução do meu dinheiro.. não recebi a boneca do anúncio!!! Quero devolver o mais rápido .. isso q fizerao é propaganda enganosa,I want my money back... I didn't get the doll in the ad!!! I want it back as soon as possible. This is misleading advertising,"['i', 'want', 'my', 'money', 'back', 'i', 'didnt', 'get', 'the', 'doll', 'in', 'the', 'ad', 'i', 'want', 'it', 'back', 'as', 'soon', 'as', 'possible', 'this', 'is', 'misleading', 'advertising']",negative,-0.4545,3.537037037037037,0.22302777777777777,positive
brinquedos,1.0,,"Recebi o produto danificado a maleta. Na opção meus pedidos em 01/12/2017 solicitei o cancelamento, relatando o acontecido. hoje 12/12 /2017 não recebi nenhum contato.","I received the damaged product, the suitcase. In the option my orders on 01/12/2017 I requested the cancellation, reporting what happened. today 12/12 /2017 I have not received any contact.","['i', 'received', 'the', 'damaged', 'product', 'the', 'suitcase', 'in', 'the', 'option', 'my', 'orders', 'on', 'i', 'requested', 'the', 'cancellation', 'reporting', 'what', 'happened', 'today', 'i', 'have', 'not', 'received', 'any', 'contact']",negative,-0.4404,3.537037037037037,0.22302777777777777,positive
brinquedos,2.0,,Comprei o produto no fim de novembro e o prazo de entrega já passou. ,I bought the product at the end of November and the delivery date has passed.,"['i', 'bought', 'the', 'product', 'at', 'the', 'end', 'of', 'november', 'and', 'the', 'delivery', 'date', 'has', 'passed']",neutral,0.0,3.537037037037037,0.22302777777777777,positive
brinquedos,5.0,,Recebi a mercadoria com bastante antecedência. Parabéns a stark e a seus parceiros!!!!,I received the goods well in advance. Congratulations to stark and its partners!!!!,"['i', 'received', 'the', 'goods', 'well', 'in', 'advance', 'congratulations', 'to', 'stark', 'and', 'its', 'partners']",positive,0.8002,3.537037037037037,0.22302777777777777,positive
brinquedos,5.0,,Sempre que eu continuarei a compra nesta loja ,I will always continue to store at this store,"['i', 'will', 'always', 'continue', 'to', 'store', 'at', 'this', 'store']",neutral,0.0,3.537037037037037,0.22302777777777777,positive
brinquedos,5.0,,Adorei o urso de pelúcia. A loja entregou no prazo é muito bem embalado. Gostei tanto que comprei mais.,I loved the teddy bear. The store delivered it on time and packed it very well. I liked it so much that I bought more.,"['i', 'loved', 'the', 'teddy', 'bear', 'the', 'store', 'delivered', 'it', 'on', 'time', 'and', 'packed', 'it', 'very', 'well', 'i', 'liked', 'it', 'so', 'much', 'that', 'i', 'bought', 'more']",positive,0.8545,3.537037037037037,0.22302777777777777,positive
brinquedos,5.0,,otima compra ! recomendo ,great buy !,"['great', 'buy']",positive,0.6588,3.537037037037037,0.22302777777777777,positive
brinquedos,5.0,,recebi a mercadoria de forma satisfatória. ,i received the goods satisfactorily.,"['i', 'received', 'the', 'goods', 'satisfactorily']",positive,0.3818,3.537037037037037,0.22302777777777777,positive
brinquedos,5.0,,Ótimo vendedor! Recomendo a todos!,Great seller! I recommend it to everyone!,"['great', 'seller', 'i', 'recommend', 'it', 'to', 'everyone']",positive,0.8011,3.537037037037037,0.22302777777777777,positive
brinquedos,5.0,,Produto de boa qualidade e chegou em perfeito estado .,Good quality product and arrived in perfect condition.,"['good', 'quality', 'product', 'and', 'arrived', 'in', 'perfect', 'condition']",positive,0.765,3.537037037037037,0.22302777777777777,positive
brinquedos,5.0,,Super iuuupi,Super iuuupi,"['super', 'iuuupi']",positive,0.5994,3.537037037037037,0.22302777777777777,positive
brinquedos,3.0,,Outras lojas estão dando um suporte de comunicação mais rápido e com a entrega também mais ágil ,Other stores are providing faster communication support and faster delivery as well,"['other', 'stores', 'are', 'providing', 'faster', 'communication', 'support', 'and', 'faster', 'delivery', 'as', 'well']",positive,0.5859,3.537037037037037,0.22302777777777777,positive
brinquedos,2.0,,produto menor do quer mostra as fotos,product smaller than shown in the photos,"['product', 'smaller', 'than', 'shown', 'in', 'the', 'photos']",neutral,0.0,3.537037037037037,0.22302777777777777,positive
brinquedos,4.0,,Superou!!!,Superou!!!,['superou'],neutral,0.0,3.537037037037037,0.22302777777777777,positive
eletronicos,5.0,,"ESTOU SUPER SATISFEITA COM ESSE SITE ,AS MERCADORIAS CHEGAM EM PERFEITAS CONDICOES E PRAZO DESEJÁ
VEL !!!!","I AM VERY SATISFIED WITH THIS SITE, THE GOODS ARRIVE IN PERFECT CONDITION AND ON TIME.
VEL !!!!","['i', 'am', 'very', 'satisfied', 'with', 'this', 'site', 'the', 'goods', 'arrive', 'in', 'perfect', 'condition', 'and', 'on', 'time', 'vel']",positive,0.9034,3.9166666666666665,0.2544666666666667,positive
eletronicos,4.0,,Cumpriu o prometido,Delivered as promised,"['delivered', 'as', 'promised']",positive,0.3612,3.9166666666666665,0.2544666666666667,positive
eletronicos,3.0,,E bom mais não é original e não funciona todos os botões ,It's good but it's not original and all the buttons don't work,"['its', 'good', 'but', 'its', 'not', 'original', 'and', 'all', 'the', 'buttons', 'dont', 'work']",negative,-0.1263,3.9166666666666665,0.2544666666666667,positive
eletronicos,5.0,,bom produto e vendedor,good product and seller,"['good', 'product', 'and', 'seller']",positive,0.4404,3.9166666666666665,0.2544666666666667,positive
eletronicos,4.0,,"Na foto o cabo está com os conectores instalados mas vieram faltando, alterem a foto.","In the photo the cable has the connectors installed but they are missing, please change the photo.","['in', 'the', 'photo', 'the', 'cable', 'has', 'the', 'connectors', 'installed', 'but', 'they', 'are', 'missing', 'please', 'change', 'the', 'photo']",neutral,0.0387,3.9166666666666665,0.2544666666666667,positive
eletronicos,5.0,,Normalmente parceiros das lojas entregam no limite do prazo. Porém recebi o produto em três dias. Na caixa recebi ainda um extensor de IR não mencionado que pensei que teria que comprar a parte.,"Normally, store partners deliver on time. But I received the product in three days. In the box I also received an unmentioned IR extender, which I thought I would have to buy separately.","['normally', 'store', 'partners', 'deliver', 'on', 'time', 'but', 'i', 'received', 'the', 'product', 'in', 'three', 'days', 'in', 'the', 'box', 'i', 'also', 'received', 'an', 'unmentioned', 'ir', 'extender', 'which', 'i', 'thought', 'i', 'would', 'have', 'to', 'buy', 'separately']",neutral,0.0,3.9166666666666665,0.2544666666666667,positive
eletronicos,5.0,,tudo ocorreu de acordo com o esperado. ,everything went according to plan.,"['everything', 'went', 'according', 'to', 'plan']",neutral,0.0,3.9166666666666665,0.2544666666666667,positive
eletronicos,5.0,,Produto entregue no prazo é em ótimas condições,Product delivered on time and in excellent condition,"['product', 'delivered', 'on', 'time', 'and', 'in', 'excellent', 'condition']",positive,0.5719,3.9166666666666665,0.2544666666666667,positive
eletronicos,4.0,,Ainda não utilizei o produto mas comprei corretamente o mesmo.,"I haven't used the product yet, but I bought it correctly.","['i', 'havent', 'used', 'the', 'product', 'yet', 'but', 'i', 'bought', 'it', 'correctly']",neutral,0.0,3.9166666666666665,0.2544666666666667,positive
eletronicos,5.0,,Produto entregue antes do prazo. Perfeito. Parabéns.,Product delivered before the deadline. Perfect. Congratulations.,"['product', 'delivered', 'before', 'the', 'deadline', 'perfect', 'congratulations']",positive,0.8225,3.9166666666666665,0.2544666666666667,positive
eletronicos,4.0,,"O produto atende as maiorias das configurações originais, sendo que a função memória não funciona como deveria.","The product meets most of the original settings, but the memory function doesn't work as it should.","['the', 'product', 'meets', 'most', 'of', 'the', 'original', 'settings', 'but', 'the', 'memory', 'function', 'doesnt', 'work', 'as', 'it', 'should']",positive,0.1979,3.9166666666666665,0.2544666666666667,positive
eletronicos,1.0,,Comprei o controle para ar condicionado da komeco e recebi da Midea.,I bought the komeco air conditioning control and received it from Midea.,"['i', 'bought', 'the', 'komeco', 'air', 'conditioning', 'control', 'and', 'received', 'it', 'from', 'midea']",neutral,0.0,3.9166666666666665,0.2544666666666667,positive
eletronicos,1.0,,Comprei o controle para ar condicionado da komeco e recebi da Midea.,I bought the komeco air conditioning control and received it from Midea.,"['i', 'bought', 'the', 'komeco', 'air', 'conditioning', 'control', 'and', 'received', 'it', 'from', 'midea']",neutral,0.0,3.9166666666666665,0.2544666666666667,positive
eletronicos,1.0,,Comprei o controle para ar condicionado da komeco e recebi da Midea.,I bought the komeco air conditioning control and received it from Midea.,"['i', 'bought', 'the', 'komeco', 'air', 'conditioning', 'control', 'and', 'received', 'it', 'from', 'midea']",neutral,0.0,3.9166666666666665,0.2544666666666667,positive
eletronicos,1.0,,O produto foi cancelado pela empresa e nem se quer me comunicaram o porque do cancelamento... e o valor não foi restituído até hoje.,The product was canceled by the company and they didn't even tell me why it was canceled... and the money hasn't been refunded to this day.,"['the', 'product', 'was', 'canceled', 'by', 'the', 'company', 'and', 'they', 'didnt', 'even', 'tell', 'me', 'why', 'it', 'was', 'canceled', 'and', 'the', 'money', 'hasnt', 'been', 'refunded', 'to', 'this', 'day']",neutral,0.0,3.9166666666666665,0.2544666666666667,positive
eletronicos,5.0,,"Chegou certinho e no prazo , parabéns","It arrived correctly and on time, congratulations","['it', 'arrived', 'correctly', 'and', 'on', 'time', 'congratulations']",positive,0.5994,3.9166666666666665,0.2544666666666667,positive
eletronicos,4.0,,"Excelente loja. Sempre que posso, faço minhas compras aqui.",Excellent store. I shop here whenever I can.,"['excellent', 'store', 'i', 'shop', 'here', 'whenever', 'i', 'can']",positive,0.5719,3.9166666666666665,0.2544666666666667,positive
eletronicos,4.0,,estamos testando,we are testing,"['we', 'are', 'testing']",neutral,0.0,3.9166666666666665,0.2544666666666667,positive
eletronicos,5.0,,Vendedor muito bom ,Very good salesman,"['very', 'good', 'salesman']",positive,0.4927,3.9166666666666665,0.2544666666666667,positive
eletronicos,5.0,,otimo,otimo,['otimo'],neutral,0.0,3.9166666666666665,0.2544666666666667,positive
eletronicos,5.0,,Entregue no prazo atendimento muito bom,Delivered on time Very good service,"['delivered', 'on', 'time', 'very', 'good', 'service']",positive,0.4927,3.9166666666666665,0.2544666666666667,positive
eletronicos,5.0,,Recebi o meu produto correto e no prazo adorei ,I received my product correctly and on time I love it,"['i', 'received', 'my', 'product', 'correctly', 'and', 'on', 'time', 'i', 'love', 'it']",positive,0.6369,3.9166666666666665,0.2544666666666667,positive
eletronicos,5.0,,Ótimo produto,Great product,"['great', 'product']",positive,0.6249,3.9166666666666665,0.2544666666666667,positive
eletronicos,3.0,,"Nada como o original!
","Nothing like the original!
","['nothing', 'like', 'the', 'original']",negative,-0.521,3.9166666666666665,0.2544666666666667,positive
malas_acessorios,5.0,,Produto recebido com sucesso!,Product successfully received!,"['product', 'successfully', 'received']",positive,0.5411,3.8666666666666667,0.36524,positive
malas_acessorios,1.0,,"O produto veio mal embalado, podendo ser facilmente avariado. Aliás foi, pois chegou com umas das rodinhas quebradas, que foi edentificado assim que foi aberto ","The product was poorly packaged and could easily have been damaged. In fact, it was, as it arrived with one of the wheels broken, which was identified as soon as it was opened","['the', 'product', 'was', 'poorly', 'packaged', 'and', 'could', 'easily', 'have', 'been', 'damaged', 'in', 'fact', 'it', 'was', 'as', 'it', 'arrived', 'with', 'one', 'of', 'the', 'wheels', 'broken', 'which', 'was', 'identified', 'as', 'soon', 'as', 'it', 'was', 'opened']",negative,-0.5574,3.8666666666666667,0.36524,positive
malas_acessorios,3.0,,"Bom produto, atendeu as expectativas. E a entrega foi rápida.","Good product, met expectations. And the delivery was fast.","['good', 'product', 'met', 'expectations', 'and', 'the', 'delivery', 'was', 'fast']",positive,0.4404,3.8666666666666667,0.36524,positive
malas_acessorios,5.0,,Amei otimo produto entrega rápida ,I loved it great product fast delivery,"['i', 'loved', 'it', 'great', 'product', 'fast', 'delivery']",positive,0.8402,3.8666666666666667,0.36524,positive
malas_acessorios,1.0,,"Gostei da rapidez da entrega, e do email de avaliação ",I liked the speed of delivery and the evaluation email,"['i', 'liked', 'the', 'speed', 'of', 'delivery', 'and', 'the', 'evaluation', 'email']",positive,0.4215,3.8666666666666667,0.36524,positive
malas_acessorios,1.0,,Não entregaram o meu produto,They didn't deliver my product,"['they', 'didnt', 'deliver', 'my', 'product']",neutral,0.0,3.8666666666666667,0.36524,positive
